pan,name,date,rosette,cauline,days
29,H1-8-6,28,9,5,37
29,H1-8-7,21,7,2,30
29,H1-8-8,28,6,2,37
29,H1-9-3,9,14,7,48
29,H1-9-4,29,8,6,38
29,H1-9-7,19,6,2,28
29,H1-9-8,26,7,4,35
29,H1-10-1,22,6,4,31
29,H1-10-4,4,11,6,43
29,H1-10-5,4,7,6,43
29,H1-10-6,24,8,3,33
29,H1-10-7,22,5,3,31
29,H1-11-1,7,10,7,46
29,H1-11-3,24,4,3,33
29,H1-11-4,4,12,7,43
29,H1-11-5,27,11,6,36
29,H1-11-7,25,4,2,34
29,H1-11-8,29,11,6,38
29,H1-12-1,23,4,3,32
29,H1-12-2,28,8,4,37
29,H1-12-3,4,9,6,43
29,H1-12-4,27,10,5,36
29,H1-12-5,4,12,8,43
29,H1-12-6,4,10,7,43
29,H1-12-7,8,11,8,47
29,H1-12-8,30,11,5,39
29,H1-13-1,26,9,5,35
29,H1-13-2,27,6,4,36
29,H1-13-3,26,8,5,35
29,H1-13-4,5,14,4,44
29,H1-13-5,19,5,2,28
29,H1-13-6,26,7,4,35
29,H1-13-7,4,13,8,43
29,H1-14-2,28,8,5,37
29,H1-14-5,4,9,6,43
29,H1-14-6,7,14,6,46
29,H1-14-7,1,10,6,40
29,H1-15-1,5,15,5,44
29,H1-15-2,4,13,8,43
29,H1-15-3,22,6,3,31
29,H1-15-4,21,6,3,30
29,H1-15-5,30,11,6,39
29,H1-15-6,24,7,3,33
29,H1-15-7,4,11,5,43
29,H1-15-8,26,8,3,35
30,H2-1-1,23,6,3,32
30,H2-1-2,23,7,4,32
30,H2-1-4,22,5,3,31
30,H2-1-5,23,4,3,32
30,H2-1-6,30,8,5,39
30,H2-1-7,25,8,4,34
30,H2-1-8,20,5,2,29
30,H2-2-2,27,10,6,36
30,H2-2-3,23,7,5,32
30,H2-2-4,30,9,3,39
30,H2-2-5,25,9,4,34
30,H2-2-6,30,11,5,39
30,H2-2-8,27,9,6,36
30,H2-3-2,27,10,7,36
30,H2-3-3,26,8,5,35
30,H2-3-4,29,11,7,38
30,H2-3-5,22,7,5,31
30,H2-3-6,21,6,2,30
30,H2-3-7,27,9,6,36
30,H2-3-8,25,6,3,34
30,H2-4-1,28,5,4,37
30,H2-4-2,29,11,5,38
30,H2-4-3,20,6,2,29
30,H2-4-4,25,9,5,34
30,H2-4-5,4,10,6,43
30,H2-4-6,21,6,3,30
30,H2-4-7,24,5,2,33
30,H2-4-8,1,8,0,40
30,H2-5-1,26,12,7,35
30,H2-5-2,24,6,3,33
30,H2-5-3,20,6,2,29
30,H2-5-4,28,6,4,37
30,H2-5-5,28,7,6,37
30,H2-5-6,21,5,3,30
30,H2-5-7,29,7,4,38
30,H2-5-8,25,8,5,34
30,H2-6-1,4,15,5,43
30,H2-6-2,23,6,3,32
30,H2-6-3,5,17,7,44
30,H2-6-4,25,7,2,34
30,H2-6-5,27,9,6,36
30,H2-6-6,27,7,6,36
30,H2-6-7,27,9,5,36
30,H2-6-8,26,10,6,35
30,H2-7-1,25,10,5,34
30,H2-7-2,4,16,6,43
30,H2-7-3,29,10,5,38
30,H2-7-4,27,12,6,36
30,H2-7-5,30,9,6,39
30,H2-7-6,27,11,6,36
30,H2-7-8,27,9,5,36
30,H2-8-1,28,9,5,37
30,H2-8-2,28,10,4,37
30,H2-8-3,23,7,4,32
30,H2-8-4,21,6,2,30
30,H2-8-5,24,5,3,33
30,H2-8-7,24,6,3,33
30,H2-8-8,25,11,5,34
30,H2-9-2,30,8,5,39
30,H2-9-5,29,7,3,38
30,H2-9-6,20,6,2,29
30,H2-9-7,22,7,5,31
30,H2-9-8,25,6,2,34
30,H2-10-1,27,13,5,36
30,H2-10-3,30,13,7,39
30,H2-10-5,4,14,5,43
30,H2-10-6,5,13,7,44
30,H2-10-7,4,12,7,43
30,H2-10-8,21,6,2,30
30,H2-11-1,4,11,3,43
30,H2-11-2,29,6,3,38
30,H2-11-3,19,5,2,28
30,H2-11-4,26,5,3,35
30,H2-11-5,4,12,5,43
30,H2-11-6,29,12,5,38
30,H2-11-8,25,7,3,34
30,H2-12-1,27,12,4,36
30,H2-12-2,29,12,6,38
30,H2-12-4,26,8,4,35
30,H2-12-5,3,13,6,42
30,H2-12-6,4,10,7,43
30,H2-12-7,30,9,5,39
30,H2-12-8,20,5,2,29
30,H2-13-1,24,7,3,33
30,H2-13-2,29,15,5,38
30,H2-13-5,22,7,3,31
30,H2-13-6,26,7,5,35
30,H2-13-7,22,7,3,31
30,H2-13-8,4,14,6,43
30,H2-14-1,4,10,5,43
30,H2-14-2,19,4,3,28
30,H2-14-3,4,11,5,43
30,H2-14-4,27,7,4,36
30,H2-14-5,3,16,7,42
30,H2-14-6,21,6,4,30
30,H2-14-7,21,6,2,30
30,H2-14-8,25,6,2,34
30,H2-15-1,27,9,4,36
30,H2-15-2,30,12,6,39
30,H2-15-3,24,8,4,33
30,H2-15-4,21,7,3,30
30,H2-15-5,30,15,8,39
30,H2-15-6,22,5,2,31
30,H2-15-7,24,8,5,33
31,H3-1-1,22,5,2,31
31,H3-1-4,24,6,1,33
31,H3-1-5,25,7,3,34
31,H3-1-6,5,23,8,44
31,H3-1-8,22,6,3,31
31,H3-2-1,29,9,5,38
31,H3-2-2,22,6,3,31
31,H3-2-5,29,12,7,38
31,H3-2-7,4,14,6,43
31,H3-2-8,28,7,4,37
31,H3-3-2,27,6,3,36
31,H3-3-4,4,19,8,43
31,H3-3-5,18,5,2,27
31,H3-3-7,28,6,4,37
31,H3-3-8,29,10,4,38
31,H3-4-1,27,8,4,36
31,H3-4-2,24,6,2,33
31,H3-4-3,27,11,6,36
31,H3-4-4,27,6,2,36
31,H3-4-5,21,5,2,30
31,H3-4-6,27,7,3,36
31,H3-4-7,24,8,5,33
31,H3-5-1,27,8,4,36
31,H3-5-3,30,6,4,39
31,H3-5-4,21,5,2,30
31,H3-5-5,28,6,4,37
31,H3-5-6,4,9,7,43
31,H3-5-7,21,5,3,30
31,H3-6-1,18,5,3,27
31,H3-6-2,18,5,2,27
31,H3-6-4,23,6,3,32
31,H3-6-5,20,4,3,29
31,H3-6-6,4,9,7,43
31,H3-6-7,1,12,7,40
31,H3-6-8,23,4,3,32
31,H3-7-1,29,8,5,38
31,H3-7-3,28,12,5,37
31,H3-7-4,23,5,2,32
31,H3-7-5,4,11,8,43
31,H3-7-6,18,5,2,27
31,H3-7-7,25,6,4,34
31,H3-8-1,20,7,3,29
31,H3-8-2,20,5,1,29
31,H3-8-4,4,12,6,43
31,H3-8-5,28,8,4,37
31,H3-8-6,29,9,6,38
31,H3-8-7,21,6,3,30
31,H3-9-1,4,15,5,43
31,H3-9-2,25,10,5,34
31,H3-9-3,27,15,8,36
31,H3-9-5,28,6,4,37
31,H3-9-6,30,7,6,39
31,H3-9-7,4,8,5,43
31,H3-10-1,23,5,3,32
31,H3-10-2,25,6,3,34
31,H3-10-3,27,5,2,36
31,H3-10-4,4,19,8,43
31,H3-10-5,25,5,2,34
31,H3-10-7,27,7,2,36
31,H3-10-8,24,6,1,33
31,H3-11-1,1,10,9,40
31,H3-11-2,27,11,5,36
31,H3-11-3,23,6,2,32
31,H3-11-4,27,8,4,36
31,H3-11-5,2,10,5,41
31,H3-11-6,7,17,8,46
31,H3-11-8,23,7,3,32
31,H3-12-1,20,5,2,29
31,H3-12-2,23,6,2,32
31,H3-12-3,23,6,3,32
31,H3-12-4,27,9,5,36
31,H3-12-5,23,5,3,32
31,H3-12-6,25,5,4,34
31,H3-12-7,21,6,2,30
31,H3-12-8,24,9,2,33
31,H3-13-1,22,6,1,31
31,H3-13-2,29,11,7,38
31,H3-13-4,25,6,2,34
31,H3-13-5,18,5,2,27
31,H3-13-6,20,4,2,29
31,H3-13-7,27,4,2,36
31,H3-13-8,22,6,1,31
31,H3-14-1,19,4,2,28
31,H3-14-2,5,10,5,44
31,H3-14-3,30,11,5,39
31,H3-14-6,4,8,6,43
31,H3-14-8,20,5,2,29
31,H3-15-3,8,5,2,47
31,H3-15-4,4,10,3,43
31,H3-15-5,27,4,2,36
31,H3-15-6,27,10,4,36
31,H3-15-7,29,12,6,38
31,H3-15-8,23,5,3,32
32,H4-1-1,20,6,3,29
32,H4-1-3,24,9,5,33
32,H4-1-4,1,11,6,40
32,H4-1-5,21,6,3,30
32,H4-1-6,27,9,5,36
32,H4-1-7,21,5,3,30
32,H4-1-8,27,7,4,36
32,H4-2-2,26,7,4,35
32,H4-2-3,20,4,3,29
32,H4-2-4,26,8,4,35
32,H4-2-5,30,11,5,39
32,H4-2-6,25,5,3,34
32,H4-2-7,29,10,5,38
32,H4-2-8,24,5,2,33
32,H4-3-1,22,4,3,31
32,H4-3-2,27,8,4,36
32,H4-3-3,30,10,6,39
32,H4-3-5,22,6,4,31
32,H4-3-6,24,5,3,33
32,H4-3-7,28,12,5,37
32,H4-4-1,24,4,3,33
32,H4-4-2,1,9,4,40
32,H4-4-3,3,19,8,42
32,H4-4-4,23,7,4,32
32,H4-4-6,22,5,3,31
32,H4-4-7,20,4,2,29
32,H4-5-1,22,5,3,31
32,H4-5-2,27,8,3,36
32,H4-5-3,28,7,3,37
32,H4-5-4,24,6,3,33
32,H4-5-5,18,5,2,27
32,H4-5-6,26,4,3,35
32,H4-5-7,22,6,3,31
32,H4-5-8,30,9,4,39
32,H4-6-1,9,14,7,48
32,H4-6-2,25,8,5,34
32,H4-6-3,30,5,2,39
32,H4-6-4,21,6,2,30
32,H4-6-5,29,8,4,38
32,H4-6-6,27,13,7,36
32,H4-6-7,22,5,2,31
32,H4-6-8,25,5,2,34
32,H4-7-1,25,9,5,34
32,H4-7-2,25,6,3,34
32,H4-7-3,25,6,4,34
32,H4-7-5,27,8,4,36
32,H4-7-6,4,9,4,43
32,H4-7-7,19,5,2,28
32,H4-7-8,22,6,3,31
32,H4-8-1,27,10,5,36
32,H4-8-2,22,8,4,31
32,H4-8-3,17,5,3,26
32,H4-8-4,22,7,3,31
32,H4-8-5,27,9,4,36
32,H4-8-6,24,7,3,33
32,H4-8-7,20,4,1,29
32,H4-8-8,25,7,4,34
32,H4-9-1,26,8,5,35
32,H4-9-2,22,6,2,31
32,H4-9-3,29,12,5,38
32,H4-9-4,23,6,2,32
32,H4-9-5,20,5,3,29
32,H4-9-6,28,12,4,37
32,H4-9-7,20,6,2,29
32,H4-9-8,26,10,4,35
32,H4-10-2,27,8,4,36
32,H4-10-3,26,5,4,35
32,H4-10-4,25,8,4,34
32,H4-10-5,6,13,4,45
32,H4-10-6,21,6,3,30
32,H4-10-8,27,5,3,36
32,H4-11-1,25,6,3,34
32,H4-11-2,9,18,5,48
32,H4-11-3,27,9,3,36
32,H4-11-4,19,5,2,28
32,H4-11-6,23,4,2,32
32,H4-11-7,29,8,5,38
32,H4-12-1,28,8,5,37
32,H4-12-2,21,5,3,30
32,H4-12-3,1,12,5,40
32,H4-12-4,24,5,3,33
32,H4-12-5,22,5,2,31
32,H4-12-7,25,4,2,34
32,H4-12-8,2,12,4,41
32,H4-13-2,30,8,4,39
32,H4-13-3,21,5,2,30
32,H4-13-4,26,9,3,35
32,H4-13-5,23,7,2,32
32,H4-13-6,30,1,6,39
32,H4-13-7,23,4,2,32
32,H4-13-8,26,4,3,35
32,H4-14-1,27,5,4,36
32,H4-14-2,27,8,4,36
32,H4-14-3,26,9,5,35
32,H4-14-4,27,6,2,36
32,H4-14-5,21,6,2,30
32,H4-14-6,20,6,2,29
32,H4-14-7,21,6,4,30
32,H4-14-8,24,8,5,33
32,H4-15-1,27,8,4,36
32,H4-15-2,29,10,4,38
32,H4-15-5,21,5,3,30
32,H4-15-6,19,5,2,28
32,H4-15-7,18,9,5,27
32,H4-15-8,6,10,3,45
