pan,name,date,rosette,cauline,days
21,F1-4-4,29,9,5,38
21,F1-4-5,22,6,3,31
21,F1-4-6,4,14,5,43
21,F1-4-7,26,6,4,35
21,F1-4-8,29,10,4,38
21,F1-5-1,29,8,5,38
21,F1-5-2,26,6,3,35
21,F1-5-3,28,5,3,37
21,F1-5-4,29,6,3,38
21,F1-5-5,5,10,4,44
21,F1-5-6,4,7,4,43
21,F1-5-7,22,7,3,31
21,F1-5-8,2,16,8,41
21,F1-6-1,25,7,3,34
21,F1-6-2,25,11,5,34
21,F1-6-3,22,7,4,31
21,F1-6-5,30,8,6,39
21,F1-6-6,4,10,6,43
21,F1-6-8,29,13,5,38
21,F1-7-1,3,17,5,42
21,F1-7-2,19,5,2,28
21,F1-7-3,21,5,3,30
21,F1-7-4,28,11,6,37
21,F1-7-6,24,8,2,33
21,F1-7-7,29,13,6,38
21,F1-8-1,19,5,3,28
21,F1-8-2,25,8,5,34
21,F1-8-3,19,5,3,28
21,F1-8-4,25,7,4,34
21,F1-8-5,27,9,4,36
21,F1-8-6,23,8,5,32
21,F1-8-7,2,12,6,41
21,F1-8-8,21,5,3,30
21,F1-9-1,27,10,5,36
21,F1-9-2,23,8,6,32
21,F1-9-3,30,6,4,39
21,F1-9-4,25,7,4,34
21,F1-9-5,2,10,3,41
21,F1-9-6,29,7,5,38
21,F1-9-8,3,9,5,42
21,F1-10-2,8,11,7,47
21,F1-10-4,24,5,2,33
21,F1-10-5,3,7,3,42
21,F1-10-6,27,7,3,36
21,F1-10-7,21,6,2,30
21,F1-10-8,25,9,4,34
21,F1-11-1,28,7,5,37
21,F1-11-3,29,4,5,38
21,F1-11-4,23,8,3,32
21,F1-11-5,25,9,6,34
21,F1-11-7,26,9,5,35
21,F1-11-8,9,14,9,48
21,F1-12-1,25,8,5,34
21,F1-12-2,19,5,2,28
21,F1-12-4,25,9,4,34
21,F1-12-5,24,9,6,33
21,F1-12-6,26,6,2,35
21,F1-12-7,25,8,5,34
21,F1-12-8,24,7,4,33
21,F1-13-1,22,5,3,31
21,F1-13-2,27,8,4,36
21,F1-13-4,23,6,2,32
21,F1-13-5,21,6,3,30
21,F1-13-6,24,6,3,33
21,F1-13-7,26,9,5,35
21,F1-13-8,24,8,3,33
21,F1-14-1,1,12,7,40
21,F1-14-4,20,5,2,29
21,F1-14-6,27,8,6,36
21,F1-14-7,19,5,4,28
21,F1-15-1,28,9,4,37
21,F1-15-2,29,7,4,38
21,F1-15-3,22,4,2,31
21,F1-15-4,30,7,4,39
21,F1-15-5,26,5,3,35
21,F1-15-6,28,5,2,37
21,F1-15-7,5,9,3,44
22,F2-1-1,25,6,3,34
22,F2-1-2,1,11,6,40
22,F2-1-3,23,7,4,32
22,F2-1-4,26,10,6,35
22,F2-1-5,19,4,2,28
22,F2-1-6,30,9,5,39
22,F2-1-7,25,5,2,34
22,F2-2-2,24,6,4,33
22,F2-2-3,26,8,5,35
22,F2-2-5,30,11,6,39
22,F2-2-6,25,5,3,34
22,F2-2-7,28,7,3,37
22,F2-2-8,28,9,5,37
22,F2-3-3,3,9,4,42
22,F2-3-4,2,16,9,41
22,F2-3-5,26,10,6,35
22,F2-3-6,29,11,5,38
22,F2-3-7,27,5,3,36
22,F2-4-1,30,8,4,39
22,F2-4-2,5,9,7,44
22,F2-4-3,24,6,3,33
22,F2-4-4,25,6,3,34
22,F2-4-5,28,8,4,37
22,F2-4-7,21,4,2,30
22,F2-4-8,25,6,4,34
22,F2-5-1,29,12,4,38
22,F2-5-3,29,13,7,38
22,F2-5-4,7,9,7,46
22,F2-5-5,6,11,6,45
22,F2-5-6,24,5,3,33
22,F2-5-7,1,10,5,40
22,F2-5-8,28,9,5,37
22,F2-6-1,28,8,4,37
22,F2-6-2,25,9,4,34
22,F2-6-3,7,12,5,46
22,F2-6-4,5,11,7,44
22,F2-6-5,3,7,5,42
22,F2-6-6,25,5,3,34
22,F2-6-7,17,4,3,26
22,F2-7-1,19,5,2,28
22,F2-7-2,2,8,7,41
22,F2-7-3,3,8,5,42
22,F2-7-4,7,10,6,46
22,F2-7-5,23,5,3,32
22,F2-7-6,26,6,4,35
22,F2-7-7,1,14,7,40
22,F2-8-1,20,4,3,29
22,F2-8-2,4,15,8,43
22,F2-8-3,3,14,5,42
22,F2-8-4,28,8,5,37
22,F2-8-5,21,5,3,30
22,F2-8-7,27,7,4,36
22,F2-8-8,21,4,3,30
22,F2-9-2,29,12,4,38
22,F2-9-3,20,4,2,29
22,F2-9-4,3,7,4,42
22,F2-9-6,3,7,4,42
22,F2-9-8,27,8,4,36
22,F2-10-2,30,7,4,39
22,F2-10-3,23,6,2,32
22,F2-10-5,25,5,3,34
22,F2-10-6,30,11,7,39
22,F2-11-1,21,5,3,30
22,F2-11-3,28,9,5,37
22,F2-11-6,19,5,2,28
22,F2-11-7,20,4,3,29
22,F2-11-8,26,5,2,35
22,F2-12-1,21,7,5,30
22,F2-12-2,30,7,5,39
22,F2-12-4,25,5,2,34
22,F2-12-5,28,6,4,37
22,F2-12-6,3,6,4,42
22,F2-12-7,6,9,5,45
22,F2-12-8,21,5,3,30
22,F2-13-1,27,8,5,36
22,F2-13-2,6,7,3,45
22,F2-13-5,24,5,5,33
22,F2-13-6,30,9,5,39
22,F2-13-8,22,5,3,31
22,F2-14-2,27,10,5,36
22,F2-14-3,28,9,5,37
22,F2-14-4,30,14,6,39
22,F2-14-5,19,6,2,28
22,F2-14-7,21,6,3,30
22,F2-14-8,24,6,2,33
22,F2-15-2,28,10,4,37
22,F2-15-4,23,6,2,32
22,F2-15-6,16,6,4,25
22,F2-15-7,4,10,3,43
22,F2-15-8,25,8,3,34
23,F3-1-1,24,6,2,33
23,F3-1-2,27,8,4,36
23,F3-1-3,24,9,4,33
23,F3-1-4,21,7,3,30
23,F3-1-6,28,12,6,37
23,F3-1-7,16,4,2,25
23,F3-1-8,3,10,4,42
23,F3-2-2,29,12,4,38
23,F3-2-5,28,7,4,37
23,F3-2-6,4,10,4,43
23,F3-2-7,21,4,3,30
23,F3-2-8,28,5,3,37
23,F3-3-1,24,9,4,33
23,F3-3-2,24,7,4,33
23,F3-3-3,28,13,8,37
23,F3-3-5,3,9,5,42
23,F3-3-6,23,6,2,32
23,F3-3-7,20,5,3,29
23,F3-3-8,20,5,3,29
23,F3-4-3,25,7,5,34
23,F3-4-5,1,9,5,40
23,F3-4-6,18,6,3,27
23,F3-4-7,22,5,2,31
23,F3-4-8,25,6,5,34
23,F3-5-1,20,5,3,29
23,F3-5-2,28,10,7,37
23,F3-5-6,27,9,6,36
23,F3-5-7,27,11,5,36
23,F3-5-8,28,9,4,37
23,F3-6-1,23,4,2,32
23,F3-6-3,25,9,5,34
23,F3-6-4,22,5,4,31
23,F3-6-6,28,8,5,37
23,F3-6-7,25,5,3,34
23,F3-6-8,4,10,5,43
23,F3-7-3,24,7,3,33
23,F3-7-4,1,16,7,40
23,F3-7-5,21,5,2,30
23,F3-7-6,22,5,3,31
23,F3-7-7,30,14,6,39
23,F3-7-8,5,11,5,44
23,F3-8-1,21,5,4,30
23,F3-8-2,3,8,5,42
23,F3-8-4,30,12,6,39
23,F3-8-5,28,11,6,37
23,F3-8-6,28,8,3,37
23,F3-8-7,28,9,5,37
23,F3-8-8,22,6,2,31
23,F3-9-1,21,6,3,30
23,F3-9-2,19,5,2,28
23,F3-9-3,27,11,6,36
23,F3-9-5,24,8,3,33
23,F3-9-6,23,4,3,32
23,F3-9-8,23,8,5,32
23,F3-10-1,6,7,4,45
23,F3-10-2,24,5,2,33
23,F3-10-3,29,10,5,38
23,F3-10-4,20,6,3,29
23,F3-10-5,22,8,5,31
23,F3-10-8,19,5,2,28
23,F3-11-1,9,9,6,48
23,F3-11-2,23,8,4,32
23,F3-11-3,25,6,3,34
23,F3-11-4,28,5,3,37
23,F3-11-5,18,5,3,27
23,F3-11-6,17,8,4,26
23,F3-11-7,23,4,3,32
23,F3-11-8,1,10,4,40
23,F3-12-1,29,8,6,38
23,F3-12-2,23,6,3,32
23,F3-12-3,21,4,3,30
23,F3-12-4,29,7,3,38
23,F3-12-5,1,15,6,40
23,F3-12-6,5,16,7,44
23,F3-12-7,4,10,4,43
23,F3-12-8,27,13,6,36
23,F3-13-1,24,5,3,33
23,F3-13-2,28,8,7,37
23,F3-13-4,28,15,6,37
23,F3-13-6,26,5,3,35
23,F3-13-7,16,4,2,25
23,F3-13-8,30,15,7,39
23,F3-14-1,26,10,4,35
23,F3-14-3,26,8,3,35
23,F3-14-4,24,5,4,33
23,F3-14-7,20,4,3,29
23,F3-15-3,21,4,3,30
23,F3-15-4,25,7,4,34
23,F3-15-5,20,4,2,29
23,F3-15-6,17,4,2,26
23,F3-15-7,3,7,4,42
23,F3-15-8,29,14,9,38
24,F4-1-1,27,7,3,36
24,F4-1-2,25,6,4,34
24,F4-1-3,22,5,4,31
24,F4-1-4,28,6,3,37
24,F4-1-5,16,4,2,25
24,F4-1-6,6,14,4,45
24,F4-1-7,29,9,5,38
24,F4-1-8,25,6,4,34
24,F4-2-1,21,5,2,30
24,F4-2-2,21,7,5,30
24,F4-2-3,23,7,4,32
24,F4-2-4,26,8,4,35
24,F4-2-5,17,5,3,26
24,F4-2-6,1,14,6,40
24,F4-4-1,27,10,5,36
24,F4-4-2,5,9,3,44
24,F4-4-3,22,6,4,31
24,F4-4-4,29,6,2,38
24,F4-4-5,29,6,5,38
24,F4-4-6,25,5,3,34
24,F4-4-7,20,6,3,29
24,F4-4-8,6,9,5,45
24,F4-5-1,28,6,2,37
24,F4-5-2,24,7,4,33
24,F4-5-6,28,6,3,37
24,F4-5-7,21,6,3,30
24,F4-5-8,21,5,3,30
24,F4-6-1,25,6,5,34
24,F4-6-2,4,13,5,43
24,F4-6-4,25,6,2,34
24,F4-6-6,22,5,3,31
24,F4-6-7,23,7,5,32
24,F4-6-8,29,12,4,38
24,F4-7-1,29,14,5,38
24,F4-7-2,18,5,2,27
24,F4-7-3,23,8,3,32
24,F4-7-4,6,13,4,45
24,F4-7-5,3,12,6,42
24,F4-7-7,6,14,7,45
24,F4-7-8,29,13,7,38
24,F4-8-1,10,11,5,49
24,F4-8-2,3,9,6,42
24,F4-8-3,26,9,5,35
24,F4-8-4,29,9,4,38
24,F4-8-5,29,12,5,38
24,F4-8-6,26,12,6,35
24,F4-8-7,29,12,5,38
24,F4-8-8,23,6,3,32
24,F4-9-1,29,6,3,38
24,F4-9-2,18,5,2,27
24,F4-9-3,18,5,2,27
24,F4-9-4,26,8,3,35
24,F4-9-5,22,6,3,31
24,F4-9-6,330,6,2,339
24,F4-9-7,6,9,4,45
24,F4-9-8,26,11,5,35
24,F4-10-2,26,6,3,35
24,F4-10-3,2,16,7,41
24,F4-10-4,5,9,5,44
24,F4-10-6,24,6,5,33
24,F4-10-7,20,4,3,29
24,F4-10-8,21,5,2,30
24,F4-11-1,20,6,2,29
24,F4-11-3,29,11,6,38
24,F4-11-4,3,6,4,42
24,F4-11-5,26,8,5,35
24,F4-11-6,27,6,4,36
24,F4-11-7,6,10,6,45
24,F4-11-8,21,4,2,30
24,F4-12-1,7,14,5,46
24,F4-12-4,21,6,2,30
24,F4-12-5,3,8,5,42
24,F4-12-6,28,10,5,37
24,F4-12-7,6,8,5,45
24,F4-12-8,5,20,8,44
24,F4-13-1,25,9,4,34
24,F4-13-4,7,22,7,46
24,F4-13-5,4,11,5,43
24,F4-13-6,25,9,5,34
24,F4-13-7,23,9,5,32
24,F4-13-8,29,10,5,38
24,F4-14-2,21,5,2,30
24,F4-14-3,1,10,4,40
24,F4-14-4,24,4,2,33
24,F4-14-5,22,5,3,31
24,F4-14-6,29,8,4,38
24,F4-14-7,29,7,4,38
24,F4-15-1,24,7,2,33
24,F4-15-2,5,14,7,44
24,F4-15-3,19,5,2,28
24,F4-15-5,29,6,4,38
24,F4-15-6,21,5,2,30
24,F4-15-7,25,5,3,34
24,F4-15-8,30,10,3,39
25,G1-2-1,30,6,3,39
25,G1-2-2,25,8,6,34
25,G1-2-3,29,9,5,38
25,G1-2-4,24,6,3,33
25,G1-2-5,30,7,5,39
25,G1-2-6,25,6,3,34
25,G1-2-7,21,6,3,30
25,G1-2-8,2,11,6,41
25,G1-3-2,25,7,4,34
25,G1-3-3,25,7,4,34
25,G1-3-4,5,19,5,44
25,G1-3-5,30,15,8,39
25,G1-3-7,22,5,4,31
25,G1-4-1,22,8,5,31
25,G1-4-2,25,6,3,34
25,G1-4-3,22,7,4,31
25,G1-4-4,28,8,4,37
25,G1-4-5,5,18,7,44
25,G1-4-6,25,10,6,34
25,G1-4-7,25,10,5,34
25,G1-4-8,19,5,3,28
25,G1-5-1,25,7,5,34
25,G1-5-2,26,8,5,35
25,G1-5-3,28,11,5,37
25,G1-5-4,1,7,7,40
25,G1-5-5,3,12,5,42
25,G1-5-6,27,7,4,36
25,G1-5-7,30,8,4,39
25,G1-5-8,4,10,4,43
25,G1-6-1,20,5,3,29
25,G1-6-2,28,10,4,37
25,G1-6-4,30,13,6,39
25,G1-6-5,23,5,3,32
25,G1-6-6,25,9,3,34
25,G1-6-7,29,6,5,38
25,G1-6-8,4,16,6,43
25,G1-7-1,25,5,2,34
25,G1-7-2,24,6,3,33
25,G1-7-3,28,9,4,37
25,G1-7-4,24,5,1,33
25,G1-7-5,22,6,3,31
25,G1-7-6,23,8,6,32
25,G1-7-7,27,9,5,36
25,G1-7-8,22,5,2,31
25,G1-8-1,3,9,7,42
25,G1-8-2,29,5,3,38
25,G1-8-3,3,8,3,42
25,G1-8-4,17,4,2,26
25,G1-8-5,19,5,2,28
25,G1-8-6,25,7,5,34
25,G1-8-7,29,12,5,38
25,G1-8-8,29,11,7,38
25,G1-9-1,23,5,3,32
25,G1-9-2,19,4,3,28
25,G1-9-3,1,9,6,40
25,G1-9-4,29,7,5,38
25,G1-9-6,25,9,5,34
25,G1-9-7,22,7,6,31
25,G1-9-8,23,7,3,32
25,G1-10-1,21,5,2,30
25,G1-10-2,4,14,6,43
25,G1-10-3,30,5,4,39
25,G1-10-4,25,6,3,34
25,G1-10-6,24,6,6,33
25,G1-10-7,30,7,5,39
25,G1-10-8,21,6,3,30
25,G1-11-1,5,9,4,44
25,G1-11-2,30,7,1,39
25,G1-11-3,1,8,4,40
25,G1-11-4,30,5,3,39
25,G1-11-5,23,6,3,32
25,G1-11-6,26,7,5,35
25,G1-11-7,22,4,3,31
25,G1-11-8,3,8,5,42
25,G1-12-1,26,11,5,35
25,G1-12-2,22,6,3,31
25,G1-12-3,28,6,2,37
25,G1-12-4,21,5,2,30
25,G1-12-6,25,4,4,34
25,G1-12-7,22,4,3,31
25,G1-12-8,26,8,4,35
25,G1-13-1,1,13,5,40
25,G1-13-2,28,9,4,37
25,G1-13-3,3,15,8,42
25,G1-13-4,25,5,3,34
25,G1-13-5,20,5,2,29
25,G1-13-7,18,5,3,27
25,G1-13-8,25,8,4,34
25,G1-14-1,30,8,4,39
25,G1-14-2,28,12,6,37
25,G1-14-3,18,5,3,27
25,G1-14-4,21,4,3,30
25,G1-14-5,22,5,3,31
25,G1-14-6,29,13,7,38
25,G1-14-7,20,5,3,29
25,G1-14-8,28,10,6,37
25,G1-15-1,5,15,5,44
25,G1-15-3,25,8,4,34
25,G1-15-4,29,6,2,38
25,G1-15-5,30,9,7,39
25,G1-15-7,29,10,5,38
25,G1-15-8,28,8,5,37
26,G2-1-2,1,12,4,40
26,G2-1-3,25,7,3,34
26,G2-1-4,22,6,2,31
26,G2-1-5,27,6,2,36
26,G2-1-6,22,3,3,31
26,G2-1-7,19,6,3,28
26,G2-1-8,22,6,3,31
26,G2-2-1,25,7,2,34
26,G2-2-2,22,6,3,31
26,G2-2-3,27,7,6,36
26,G2-2-4,28,7,4,37
26,G2-2-5,5,17,7,44
26,G2-2-6,22,8,4,31
26,G2-2-7,18,5,2,27
26,G2-2-8,22,6,1,31
26,G2-3-1,20,6,3,29
26,G2-3-2,19,6,3,28
26,G2-3-3,24,5,2,33
26,G2-3-4,30,10,4,39
26,G2-3-5,20,6,3,29
26,G2-3-6,26,6,4,35
26,G2-3-7,24,9,6,33
26,G2-3-8,26,6,6,35
26,G2-4-1,20,4,3,29
26,G2-4-2,24,4,3,33
26,G2-4-3,21,6,3,30
26,G2-4-4,19,5,2,28
26,G2-4-5,21,6,4,30
26,G2-4-6,20,6,2,29
26,G2-4-7,21,4,4,30
26,G2-4-8,19,4,3,28
26,G2-5-1,23,6,3,32
26,G2-5-2,24,8,5,33
26,G2-5-3,29,6,4,38
26,G2-5-4,30,15,7,39
26,G2-5-6,25,6,3,34
26,G2-5-7,28,10,6,37
26,G2-5-8,20,6,3,29
26,G2-6-1,18,5,2,27
26,G2-6-2,24,10,5,33
26,G2-6-3,29,13,7,38
26,G2-6-4,24,7,6,33
26,G2-6-5,28,10,3,37
26,G2-6-6,26,11,5,35
26,G2-6-7,9,12,7,48
26,G2-6-8,28,12,7,37
26,G2-7-1,23,6,2,32
26,G2-7-3,23,7,5,32
26,G2-7-4,26,10,6,35
26,G2-7-5,18,6,1,27
26,G2-7-6,28,18,7,37
26,G2-7-7,24,8,5,33
26,G2-7-8,28,9,6,37
26,G2-8-1,19,5,2,28
26,G2-8-2,27,11,5,36
26,G2-8-3,28,11,6,37
26,G2-8-4,29,8,4,38
26,G2-8-5,20,5,3,29
26,G2-8-6,23,8,4,32
26,G2-8-7,27,13,4,36
26,G2-8-8,22,6,2,31
26,G2-9-1,30,8,5,39
26,G2-9-2,28,15,8,37
26,G2-9-3,30,9,6,39
26,G2-9-4,20,6,3,29
26,G2-9-5,29,8,5,38
26,G2-9-6,21,6,3,30
26,G2-9-7,1,11,8,40
26,G2-9-8,26,9,5,35
26,G2-10-1,28,11,6,37
26,G2-10-2,25,9,6,34
26,G2-10-3,15,4,2,24
26,G2-10-4,4,15,7,43
26,G2-10-5,30,12,5,39
26,G2-10-6,26,9,9,35
26,G2-10-7,25,6,5,34
26,G2-10-8,4,15,5,43
26,G2-11-1,28,10,5,37
26,G2-11-2,2,11,6,41
26,G2-11-3,29,13,4,38
26,G2-11-4,25,4,3,34
26,G2-11-5,30,9,6,39
26,G2-11-6,25,7,3,34
26,G2-11-8,25,4,3,34
26,G2-12-2,1,13,6,40
26,G2-12-3,30,11,6,39
26,G2-12-4,28,9,4,37
26,G2-12-5,22,5,2,31
26,G2-12-6,26,9,4,35
26,G2-12-7,28,12,8,37
26,G2-12-8,27,10,5,36
26,G2-13-1,18,5,2,27
26,G2-13-2,18,6,2,27
26,G2-13-3,1,19,7,40
26,G2-13-4,18,5,3,27
26,G2-13-5,29,13,8,38
26,G2-13-6,29,14,9,38
26,G2-13-7,3,12,7,42
26,G2-13-8,20,6,2,29
26,G2-14-1,19,5,2,28
26,G2-14-2,7,16,6,46
26,G2-14-4,21,5,3,30
26,G2-14-5,21,7,4,30
26,G2-14-6,25,6,3,34
26,G2-14-7,25,11,5,34
26,G2-14-8,18,4,3,27
26,G2-15-2,21,4,2,30
26,G2-15-3,21,6,3,30
26,G2-15-5,6,13,5,45
26,G2-15-6,25,11,5,34
26,G2-15-7,28,10,6,37
26,G2-15-8,23,7,4,32
27,G3-1-1,4,11,6,43
27,G3-1-2,27,7,3,36
27,G3-1-3,30,12,7,39
27,G3-1-5,26,5,2,35
27,G3-1-6,30,9,6,39
27,G3-1-7,1,12,5,40
27,G3-2-1,8,22,5,47
27,G3-2-3,28,9,6,37
27,G3-2-4,27,6,4,36
27,G3-2-5,5,10,5,44
27,G3-2-7,22,4,3,31
27,G3-2-8,28,4,2,37
27,G3-3-2,9,12,8,48
27,G3-3-3,24,6,3,33
27,G3-3-4,24,8,4,33
27,G3-3-5,24,8,7,33
27,G3-3-6,17,5,2,26
27,G3-3-7,28,11,5,37
27,G3-3-8,27,10,5,36
27,G3-4-1,25,8,5,34
27,G3-4-2,27,8,5,36
27,G3-4-3,7,18,7,46
27,G3-4-4,25,11,4,34
27,G3-4-5,5,13,5,44
27,G3-4-6,5,14,6,44
27,G3-4-7,18,6,3,27
27,G3-4-8,30,8,6,39
27,G3-5-2,1,12,6,40
27,G3-5-3,21,4,3,30
27,G3-5-4,29,9,5,38
27,G3-5-5,1,17,9,40
27,G3-5-6,27,11,6,36
27,G3-5-7,20,4,3,29
27,G3-5-8,26,7,4,35
27,G3-6-3,30,11,6,39
27,G3-6-4,19,5,2,28
27,G3-6-5,26,7,3,35
27,G3-6-6,26,8,4,35
27,G3-6-7,20,4,3,29
27,G3-6-8,24,5,2,33
27,G3-7-1,28,7,3,37
27,G3-7-2,24,8,4,33
27,G3-7-3,28,7,4,37
27,G3-7-4,20,4,2,29
27,G3-7-5,25,10,5,34
27,G3-7-6,2,15,7,41
27,G3-7-7,27,12,7,36
27,G3-7-8,1,12,6,40
27,G3-8-2,24,8,5,33
27,G3-8-3,28,8,5,37
27,G3-8-4,4,13,7,43
27,G3-8-5,5,7,3,44
27,G3-8-6,19,5,3,28
27,G3-8-7,4,10,4,43
27,G3-8-8,2,4,0,41
27,G3-9-1,29,10,5,38
27,G3-9-2,21,7,4,30
27,G3-9-4,29,10,4,38
27,G3-9-5,27,7,4,36
27,G3-9-6,23,6,3,32
27,G3-9-7,27,8,5,36
27,G3-9-8,28,5,5,37
27,G3-10-1,26,5,3,35
27,G3-10-2,18,5,3,27
27,G3-10-3,21,5,2,30
27,G3-10-4,8,20,11,47
27,G3-10-5,23,6,4,32
27,G3-10-6,30,9,7,39
27,G3-10-8,24,6,2,33
27,G3-11-1,25,9,6,34
27,G3-11-2,4,10,6,43
27,G3-11-4,24,4,2,33
27,G3-11-5,26,4,2,35
27,G3-11-6,5,8,4,44
27,G3-11-7,29,9,5,38
27,G3-11-8,29,6,3,38
27,G3-12-1,23,5,4,32
27,G3-12-2,24,7,3,33
27,G3-12-3,24,4,3,33
27,G3-12-4,28,10,4,37
27,G3-12-6,24,6,2,33
27,G3-12-7,3,17,7,42
27,G3-12-8,1,6,5,40
27,G3-13-1,25,8,4,34
27,G3-13-2,26,7,4,35
27,G3-13-3,22,5,2,31
27,G3-13-5,22,7,2,31
27,G3-13-8,3,11,4,42
27,G3-14-1,25,8,4,34
27,G3-14-2,29,11,6,38
27,G3-14-3,25,11,6,34
27,G3-14-4,25,6,4,34
27,G3-14-5,1,15,8,40
27,G3-14-6,29,10,6,38
27,G3-14-7,22,6,3,31
27,G3-14-8,30,13,7,39
27,G3-15-1,30,10,5,39
27,G3-15-2,25,5,1,34
27,G3-15-3,19,4,3,28
27,G3-15-4,20,6,3,29
27,G3-15-5,4,8,5,43
27,G3-15-6,28,10,5,37
27,G3-15-7,24,5,2,33
27,G3-15-8,7,11,5,46
28,G4-1-1,3,11,5,42
28,G4-1-2,2,9,5,41
28,G4-1-3,28,6,3,37
28,G4-1-6,25,4,3,34
28,G4-1-7,22,6,3,31
28,G4-1-8,28,8,5,37
28,G4-2-1,21,6,2,30
28,G4-2-2,6,9,4,45
28,G4-2-3,27,10,7,36
28,G4-2-4,27,10,6,36
28,G4-2-5,3,9,4,42
28,G4-2-7,21,8,3,30
28,G4-3-1,24,8,4,33
28,G4-3-2,21,5,1,30
28,G4-3-3,3,12,7,42
28,G4-3-4,25,9,5,34
28,G4-3-5,26,6,3,35
28,G4-3-6,29,7,6,38
28,G4-3-8,6,17,7,45
28,G4-4-1,1,11,6,40
28,G4-4-2,29,9,7,38
28,G4-4-3,5,12,8,44
28,G4-4-4,25,9,4,34
28,G4-4-5,30,10,4,39
28,G4-4-6,1,9,5,40
28,G4-4-7,28,5,5,37
28,G4-4-8,28,6,3,37
28,G4-5-1,27,8,2,36
28,G4-5-2,2,9,3,41
28,G4-5-5,28,9,4,37
28,G4-5-6,30,5,4,39
28,G4-5-7,24,5,3,33
28,G4-5-8,2,7,5,41
28,G4-6-3,8,7,6,47
28,G4-6-4,27,8,5,36
28,G4-6-8,26,10,6,35
28,G4-7-1,26,6,3,35
28,G4-7-2,28,6,4,37
28,G4-7-3,28,9,3,37
28,G4-7-4,25,5,2,34
28,G4-7-5,22,5,2,31
28,G4-7-6,25,7,4,34
28,G4-7-7,25,7,3,34
28,G4-7-8,25,5,2,34
28,G4-8-1,23,7,4,32
28,G4-8-2,1,9,6,40
28,G4-8-3,25,6,3,34
28,G4-8-4,23,4,3,32
28,G4-8-5,25,6,5,34
28,G4-8-6,4,10,6,43
28,G4-8-8,23,5,4,32
28,G4-9-1,1,13,8,40
28,G4-9-2,29,7,3,38
28,G4-9-3,10,25,9,49
28,G4-9-4,2,11,7,41
28,G4-9-5,28,8,6,37
28,G4-9-6,26,5,2,35
28,G4-9-7,1,6,3,40
28,G4-10-2,20,5,2,29
28,G4-10-3,9,10,7,48
28,G4-10-4,25,8,3,34
28,G4-10-5,21,7,5,30
28,G4-10-6,25,7,6,34
28,G4-10-7,30,14,7,39
28,G4-10-8,4,8,3,43
28,G4-11-1,26,5,3,35
28,G4-11-2,25,9,4,34
28,G4-11-3,25,9,5,34
28,G4-11-4,30,10,4,39
28,G4-11-5,8,11,8,47
28,G4-11-8,30,15,6,39
28,G4-12-2,28,12,4,37
28,G4-12-3,2,12,6,41
28,G4-12-4,27,8,5,36
28,G4-12-5,29,6,3,38
28,G4-12-6,77,9,4,86
28,G4-12-8,29,15,8,38
28,G4-13-1,22,7,5,31
28,G4-13-3,28,7,4,37
28,G4-13-4,25,8,4,34
28,G4-13-5,24,6,3,33
28,G4-13-7,5,14,5,44
28,G4-13-8,20,5,2,29
28,G4-14-1,16,4,2,25
28,G4-14-2,23,9,2,32
28,G4-14-3,21,5,3,30
28,G4-14-4,1,9,5,40
28,G4-14-5,24,6,3,33
28,G4-14-6,2,20,8,41
28,G4-14-7,30,8,7,39
28,G4-15-1,30,9,5,39
28,G4-15-2,24,6,4,33
28,G4-15-3,2,13,6,41
28,G4-15-4,27,7,2,36
28,G4-15-6,27,10,6,36
28,G4-15-7,25,7,3,34
28,G4-15-8,28,13,5,37
29,H1-1-1,4,10,8,43
29,H1-1-3,28,9,9,37
29,H1-1-4,7,16,6,46
29,H1-1-5,4,14,5,43
29,H1-1-6,23,6,2,32
29,H1-1-7,4,9,6,43
29,H1-1-8,19,4,2,28
29,H1-2-1,4,12,8,43
29,H1-2-2,30,13,7,39
29,H1-2-3,7,8,6,46
29,H1-2-4,21,5,3,30
29,H1-2-6,21,6,3,30
29,H1-2-7,24,9,5,33
29,H1-2-8,26,6,4,35
29,H1-3-1,29,11,8,38
29,H1-3-2,22,6,5,31
29,H1-3-3,27,10,6,36
29,H1-3-4,30,18,7,39
29,H1-3-5,23,6,3,32
29,H1-3-6,21,7,4,30
29,H1-3-7,4,11,7,43
29,H1-3-8,26,11,4,35
29,H1-4-1,22,9,2,31
29,H1-4-2,20,6,3,29
29,H1-4-4,30,14,8,39
29,H1-4-5,28,5,4,37
29,H1-4-6,20,6,2,29
29,H1-4-7,23,5,2,32
29,H1-4-8,24,8,3,33
29,H1-5-1,8,8,2,47
29,H1-5-3,30,6,4,39
29,H1-5-4,26,7,4,35
29,H1-5-5,4,8,4,43
29,H1-5-6,1,6,4,40
29,H1-5-7,27,10,6,36
29,H1-5-8,6,17,7,45
29,H1-6-1,4,9,7,43
29,H1-6-2,1,7,3,40
29,H1-6-3,9,11,5,48
29,H1-6-5,9,14,7,48
29,H1-6-6,28,7,4,37
29,H1-6-7,23,6,2,32
29,H1-6-8,24,6,2,33
29,H1-7-2,28,9,5,37
29,H1-7-3,23,8,3,32
29,H1-7-4,27,14,7,36
29,H1-7-5,22,6,3,31
29,H1-7-6,4,8,5,43
29,H1-7-7,28,6,4,37
29,H1-7-8,19,5,2,28
29,H1-8-2,24,5,2,33
29,H1-8-3,20,6,2,29
29,H1-8-4,25,9,7,34
29,H1-8-5,24,6,3,33
